titles,distros,department,time,location,professor,description,courseNum,meet
Dancing Culture,ART CW ,First-Year Seminar Program ,2:15pm-3:30pm,"Mahaney Center for the Arts 125 (MAC 125)
		",Karima Borni ,"
In this course we will engage with how the practice and performance of contemporary dance both reflects cultural meaning and produces cultural change. Using case studies from around the world, we will investigate dances in their local historical and social contexts, and how they shift and change amidst global political economies and communication networks. This course consists of both seminar discussion of readings and viewings, as well as studio work where students will learn the fundamentals of contemporary dance technique and composition in order to synthesize learning into embodied form. ",FYSE1084A-F25,"Wednesday at MAC 125 (Sep 8, 2025 to Dec 8, 2025)
2:15pm-3:30pm on Monday at MAC 110 (Sep 8, 2025 to Dec 8, 2025)"
Sci Fi and Society,CW SOC ,First-Year Seminar Program ,9:45am-11:00am,"Munroe Hall 401 (MNR 401)
		",Amy Yuen ,"
 In this course we will explore the allegory and ideas represented in science fiction literature. Frequently, science fiction is a vehicle in which authors explore alternative societal setups, historical analogy, and predictions for how innovations in governance structures, technology, etc. might affect human society. This seminar will explore some of these ideas, particularly around governance structures and societal relations, to discuss themes like conquest and colonialism, societal responsibility and participation, and how different political entities relate to each other. Students will practice analytical and creative writing, as well as other forms of communication to explore these ideas through the lens of science fiction.3 hrs. sem. ",FYSE1097A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
American Superheroes and Immigration,AMR ART CW ,First-Year Seminar Program ,1:10pm-2:00pm,"Axinn Center 104 (AXN 104)
		",Enrique Garcia ,"
In this course we will explore how American comic book artists represent diasporic identities through superhero narratives. We will focus on Superman and the character's Kryptonian heritage while also juxtaposing imaginary diasporas—such as Wonder Woman’s Amazon heritage and Black Panther’s Wakanda—with real ones from South and East Asia, and the Caribbean, linked to characters such as Teenage Mutant Ninja Turtles, Shang-Chi, Ms. Marvel, and La Borinqueña. Key topics will include how changes in American culture have broadened the corporate definition of American immigrant identities and why this issue is controversial in modern political discourse. The final project will involve each student creating their own diasporic superhero. ",FYSE1098A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
What is Color?,CW ,First-Year Seminar Program ,8:40am-9:30am,"Munroe Hall 401 (MNR 401)
		",Amanda Crocker ,"
Our world is defined by color, but what is color? We will explore the physical basis, perception, and chemistry of color. We will examine how we perceive color and how our brain constructs a visual world. We will dive into the chemistry of art pigments, how this has shaped human history, and, for fun, the use of pigment chemistry and art fraud. We will explore light and the physics of color. This will be the groundwork for our discussions and writings as we critically think about color in the world around us. Our primary reading will be March of the Pigments: Color History, Science and Impact. ",FYSE1100A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Analyzing World Musical Pieces,ART CW ,First-Year Seminar Program ,12:45pm-2:00pm,"Mahaney Center for the Arts 221 (MAC 221)
		",Damascus Kafumbe ,"
Every musical piece tells stories about its place of origin, the artists who create and perform it, the contexts of its performance, the audiences that experience it, and the meanings associated with it. Yet, these stories are often unobvious to listeners without the right tools to analyze and interpret the piece. In this seminar we will develop critical skills for analyzing exemplary musical pieces from Africa, Asia, Europe, the Americas, and the Middle East. Through readings, writing assignments, lectures, discussions, mini-performances, research activities, and oral presentations, we will learn how to appreciate and represent diverse musical works and their accompanying stories more fully and appropriately, as extensions of their sonic and extra-sonic worlds. Some musical background is recommended. ",FYSE1101A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Language in Motion,CMP CW SOC ,First-Year Seminar Program ,12:45pm-2:00pm,"Le Chateau 109 (CHT 109)
		",Gyula Zsombok ,"
Languages are dynamic systems, constantly evolving and adapting. What factors motivate language variation? How does a language become a powerful political tool? This course explores the social dynamics of linguistic change through the example of French. We will investigate the global reach of French as a first and second language before examining its highly diverse varieties. We will also discuss strategies for language preservation in our interconnected world. Throughout the semester, we will identify parallels between the evolution of French and the status of English in the United States. This course will be taught in English. ",FYSE1103A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Navigating our Toxic World,CW SCI ,First-Year Seminar Program ,2:15pm-3:30pm,"McCardell Bicentennial Hall 338 (MBH 338)
		",Kate Crawford ,"
Have you ever wondered how the environment around you shapes your health? In this course, we will learn how environmental health scientists study the often surprising ways that water, air, food, and the built environment affect wellbeing. For instance, we will answer questions such as what is in “BPA Free” water bottles, are organic foods actually better, and what is the science—and politics—behind your waterproof raincoat and mascara? We will also explore themes of environmental justice because who you are and where you live determine your environment and, in turn, your health. Through research and critical analysis of primary and secondary sources, we will challenge common myths and reveal complex truths behind environmental health connections in our daily lives. ",FYSE1104A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
American President Biography,AMR CW HIS ,First-Year Seminar Program ,1:30pm-4:15pm,"Robert A. Jones '59 House CON (RAJ CON)
		",Matthew Dickinson James Douglas ,"
In this course we will examine biographies, both written and filmed, of several American presidents, including those who are well known – Madison, Lincoln, and Theodore Roosevelt – and those who are less well known – Cleveland, Polk, Van Buren, John Quincy Adams, and McKinley. What, if anything, prepared these men for the nation’s highest office? What explains their successes? Their failures? Why do we consider some great, and others not so great? What do these biographies reveal about how Americans evaluate their leaders? 3 hr. sem. AMR, CW, HIS ",FYSE1181A-F25,"Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Mathematics of Board Games,CW DED ,First-Year Seminar Program ,9:45am-11:00am,"Axinn Center 220 (AXN 220)
		",Alex Lyford ,"
People have been playing games since as early as 2000 B.C. Since then, avid players have devised strategies to maximize their chances of winning. In this course we will dissect a variety of modern board games and analyze various strategies for each game using mathematics, computers, and intuition. We will further discuss whether an optimal strategy exists for each game and propose modifications to existing rules and scoring schemes. The course will culminate with a project to construct a board game. All are welcome regardless of mathematical background. 3 hrs. sem ",FYSE1216A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Political Consumerism and the Consumerization of Politics,AMR CW SOC ,First-Year Seminar Program ,11:15am-12:30pm,"Axinn Center 220 (AXN 220)
		",Holly Allen ,"
In the United States, we fashion our identities through the purchases we make. We form communities based on shared loyalty to particular brands and consumer lifestyles. Political campaigns are commercialized and voters choose among prepackaged candidates. For many, the way to participate in social activism is to buy something. But can we solve problems such as globalization, environmental degradation, and excessive consumption through more or different consumption?  Our study of current issues in U.S. consumer culture will include culture jamming, boycotts, and the anti-sweatshop and Fair Trade movements, as well as greenwashing, cause branding, and other corporate practices. 
3 hrs. sem/disc ",FYSE1220A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Breaking the Code: The Enigma of Alan Turing,CW DED EUR ,First-Year Seminar Program ,8:40am-9:30am,"Warner Hall 010 (WNS 010)
		",Mike Olinick ,"
British mathematician Alan Turing broke the German military’s prized Enigma cipher in World War II, created the foundations of modern computer science, and pioneered the fields of artificial intelligence (“Can Machines Think?”). Turing was arrested for homosexuality and forced to undergo hormone treatments which may have led to his apparent suicide by cyanide poisoning. His brilliant achievements and tragic death have been the subject of biographies, essays, plays, novels, and films. In this course we will explore the life, times, and works of this remarkable individual and consider how Turing would view the current state of artificial intelligence. 3 hrs. sem./screening ",FYSE1280A-F25,"Monday, Wednesday, Friday at WNS 010 (Sep 8, 2025 to Dec 8, 2025)
7:30pm-10:25pm on Monday at WNS 010 (Sep 8, 2025 to Dec 8, 2025)"
Language and Social Justice,AMR CW SOC ,First-Year Seminar Program ,2:15pm-3:30pm,"Le Chateau 109 (CHT 109)
		",Shawna Shapiro ,"
In this seminar we will explore questions such as the following: What is the relationship between language and power? How does linguistic prejudice contribute to social inequality? Is language a human right, and if so, what are the implications? We will engage with scholarly, journalistic, and literary works, including writing by Julia Alvarez, James Baldwin, John Baugh, Lisa Delpit, Rosina Lippi-Green, Jamila Lyiscott, Richard Rodriguez, Debora Tannen, and others. Students will develop a range of reading, writing, and oral presentation skills, and will receive feedback on their work throughout the semester. 3 hrs. sem. ",FYSE1405A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Lyme Disease,CW SCI ,First-Year Seminar Program ,11:15am-12:05pm,"McCardell Bicentennial Hall 148 (MBH 148)
		",David Allen ,"
Lyme disease is fascinating from medical, public health, and ecological perspectives. In this seminar we will explore the disease in an interdisciplinary fashion. We will look at the history of—and controversy around—its diagnosis, treatment, and control. Because Lyme has a tick vector and animal reservoirs, we will consider how the local environment affects it. Connections to other zoonotic diseases (SARS, West Nile, EEE) will be made. Readings will come from Bull's Eye: Unraveling the Medical Mystery of Lyme Disease by Eldow, Lyme Disease: The Ecology of a Complex System by Ostfeld, and primary sources. 3 hrs. sem. ",FYSE1413A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
"Sexuality and Power on Stage: Female Trouble, Closet Homos, and Shameless Queers",AMR ART CW ,First-Year Seminar Program ,2:15pm-3:30pm,"Mahaney Center for the Arts 232 (MAC 232)
		",Claudio Medeiros ,"
What do Sophie Treadwell's Machinal, Martin Sherman's Bent, and Tony Kushner’s Angels in America teach us about the history of sexual marginalization? In this seminar we will study a selection of US American plays in which gender, desire, and sexuality constitute a problem for society and the state. Students will learn how to analyze dramatic texts from the director’s and the actor’s perspectives with a focus on action, structure, characterization, and space in addition to genre and larger themes. Cinematic renderings of the plays and in-class staging exercises will help us engage the embodied dimension of performance 3 hrs. sem. ",FYSE1432A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Refugee Stories,CW LIT ,First-Year Seminar Program ,12:45pm-2:00pm,"Atwater Dining 102 (ATD 102)
		",Benjamin Graves ,"
“Stories are just things we fabricate,” says a character in Viet Nguyen’s The Refugees. “We search for them in a world besides our own, then leave them here to be found, garments shed by ghosts.” In this course students will find stories by and about a paradigmatic modern figure: the displaced refugee seeking asylum in unfamiliar lands. Highlighting literary and visual representations, we will also draw from history, sociology, anthropology, environmental studies, and feminist critique. Beginning with the Syrian refugee crisis, we will circle back to the Vietnam War and the lingering questions it poses to today’s social justice movement. 3 hrs. sem. ",FYSE1514A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
How Democracies Die,CMP CW SOC ,First-Year Seminar Program ,12:45pm-2:00pm,"Munroe Hall 401 (MNR 401)
		",Sebnem Gumuscu ,"
Is democracy in a global crisis? Why do people from the Americas to Asia support autocratic leaders? Is there a trade-off between rights and popular will? In this course we will discuss these questions and explore how and why democracies die. We will study and compare global trends as well as individual cases to unpack the economic, social, and political sources of democratic decline. Our sources will include global democracy and freedom indices, cross-country surveys, Y. Mounk’s The People vs Democracy, S. Levitsky and D. Zibblatt’s How Democracies Die, and a selection of recently published articles on the topic. 3 hrs. sem. ",FYSE1544A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
American Revolutions: Reacting to the Past,AMR CW HIS ,First-Year Seminar Program ,9:45am-11:00am,"Axinn Center 103 (AXN 103)
		",Deb Evans ,"
In this course we will be examining three moments of intellectual and cultural conflict in the United States, which will likely include 1) The Revolution in NYC, 1775-76, 2) Greenwich Village, 1913 (Suffrage, Labor and the New Woman) and, 3) Chicago, 1968. We will dive deep into these revolutionary moments via Reacting to the Past games, in which you will present  the perspectives of historical characters—sometimes with values quite different than your own--in lively debate. These games do not have a fixed script: you’ll find yourself researching historic documents, collaborating, making public speeches, plotting—and in the end, perhaps even rewriting history. ",FYSE1566A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Imagining a Better Tomorrow,ART CW ,First-Year Seminar Program ,12:45pm-2:00pm,"Library 230 (LIB 230)
		",Nikolina Dobreva ,"
In this class we will study some of the ways in which filmmakers, artists, activists, thinkers, and ordinary people have envisioned and/or strived to create a better future for humanity. We will watch and read fictional narratives in parallel with real-world examples of equitable societies, life-altering technology, sustainable living, and others. We will cover various aesthetic, political, and ideological frameworks and movements, such as Afrofuturism, ecofeminism, environmental activism, pacifism, etc. Texts include films (Metropolis, Nausicaa of the Valley of the Wind), television series (Star Trek), architecture (ecovillages and intentional communities), writers such as Marge Piercy, Samuel R. Delany, Octavia Butler, and others. ",FYSE1580A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Place and Society: Local to Global,DED SOC ,Geography ,9:45am-11:00am,"McCardell Bicentennial Hall 438 (MBH 438)
		",Joseph Holler ,"
This course is an introduction to how geographers view the world and contribute to our understanding of it. Where do the phenomena of human experience occur? Why are they there? What is the significance? These questions are fundamental for explaining the world at different scales from the global to the local. Throughout, we will focus on the spatial basis of society, its continual reorganization through time, and how various human and environmental problems can be usefully analyzed from a geographic perspective. (Open only to first-year students and sophomores) 3 hrs. lect./1.5 hr. lab ",GEOG0100A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Rural Geography,AMR SOC ,Geography ,11:15am-12:30pm,"McCardell Bicentennial Hall 219 (MBH 219)
		",Peter Nelson ,"
This course explores the intersection between demographic, economic, cultural, and environmental forces on the rural landscape in both advanced economies and LDCs. Students will be exposed to theoretical and empirical approaches to rural development in different international and regional contexts, as well as problems associated with these development paradigms. Particular attention will be paid to neoliberal economic policies and their impacts on rural areas, and the course will frequently draw on examples from New England and North America. Additionally, the world is becoming increasingly urbanized, so we will examine the ways people come to know rural areas through the media, literature, and travel. This course includes opportunity for service learning. (Formerly GEOG 0221) 3 hrs. lect. ",GEOG0216A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Mapping Global Environmental Change,DED ,Geography ,11:15am-12:30pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",Jeff Howarth ," (formerly GEOG 0150)
How do geographers use geospatial technologies to observe the Earth’s surface? How do geographers use this information to interpret changes in the global environment across space and time? In this course we will learn how to work with large geographic datasets to explore patterns and changes to the Earth’s surface at local to global scales. Case studies will use remotely-sensed images to study land cover, climate, weather, wildfire, and other topics. Students will learn concepts, methods, and ethics for using a cloud-based geospatial analysis platform to process data, critically interpret workflows and results, and communicate findings with web maps and graphics. 4 hrs. lect./1.5 hrs. lab. (Open to GEOG, ECSC, BIOL & CHEM majors.) ",GEOG0251A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Human Geography with GIS,DED SOC ,Geography ,8:15am-9:30am,"McCardell Bicentennial Hall 317 (MBH 317)
		",Niwaeli Kimambo ," (formerly GEOG 0120)
How do geographers study spatial interactions between people and the environment? How does socio-economic status relate to spatial patterns of settlement, social organization, access to resources, and exposure to risks? How can geographic information systems (GIS) help geographers explain these spatial patterns and processes? In this course we will apply GIS to a wide range of topics in human geography including urban, environmental, political, hazards, and health. We will learn how to gather, create, analyze, visualize, and critically interpret geographic data through tutorials, collaborative labs, and independent work that culminate in cartographic layouts of our results. 3 hrs. lect./3 hrs. lab. ",GEOG0261A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Cartography,SOC ,Geography ,9:45am-11:00am,"McCardell Bicentennial Hall 438 (MBH 438)
		",Jeff Howarth ," (formerly GEOG 0231)
What are the timeless elements of maps that make them useful, informative, and beautiful? In this course we will explore how purpose, scale, culture, technology, geography, and other factors interact to influence the look of maps, and we will learn how to incorporate good examples of map-making into our own creative work. We will compare different ways to read and evaluate maps and discuss concepts, principles, and theories that help explain reasons for good map design. Through a series of practical exercises, we will apply methods with computer software and create a final original project with a public critique. 3 hrs. lect./3 hrs. lab. (Open to GEOG, ART & HARC majors.) ",GEOG0271A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Seminar in Geographies of Climate Change Adaptation and Development,CMP SAF SOC ,Geography ,1:30pm-4:15pm,"McCardell Bicentennial Hall 530 (MBH 530)
		",Joseph Holler ,"
Rapid anthropogenic climate change cannot be fully mitigated, requiring humans to adapt to changing climate conditions.  How will developing countries with high sensitivity and few resources manage to adapt to a changing climate?  Geography is uniquely suited to research social dimensions of climate change by integrating human and physical geography in the traditions of hazards, human-environment systems, and political ecology research.  In this seminar we will contrast approaches to three related concepts: resilience, vulnerability, and adaptation.  We will review their use in current academic research and literature, international climate negotiations, and adaptation planning and financing in least developed countries.  We will culminate the seminar with independent research into a particular case of planned climate change adaptation in a least developed country.  (Senior majors only, or by approval) ",GEOG0428A-F25,"Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Health Economics and Policy,AMR CW NOR SOC ,Global Health ,9:45am-11:00am,"Axinn Center 219 (AXN 219)
		",Jessica Holmes ," 
In this course we will focus on the health care system of the United States. We will apply standard microeconomic tools to the problems of health and health care markets. The course provides the fundamental tools with which to understand how the health care market is different from the markets for other goods. For example, students will learn about the dominant presence of uncertainty at all levels of health care, the government's unusually large presence in the market, the pronounced difference in knowledge between doctors and patients, and the prevalence of situations where the actions of some impose costs or benefits on others (e.g., vaccinations, drug research). (ECON 0155) 3 hrs. lect. ",GHLT0200A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Public Health Policy,AMR SOC ,Global Health ,2:15pm-3:30pm,"Axinn Center 109 (AXN 109)
		",Pam Berenbaum ,"
Public health policy is carried out in multiple sectors of society. In this course we will break down public health problems into their component parts, scrutinizing the roles that governments, health care providers, organizations, and ordinary citizens have in building a healthy (or unhealthy) society. We will examine topics such as obesity, gun violence, substance use, maternal mortality, and product toxicity to understand the extent to which public health problems have behavioral, social, regulatory, or market-based causes and solutions. Our analysis will employ systems thinking, historical trends, and regulatory frameworks. The course will be lecture-oriented with in-class discussions and exercises. Sources will include articles in peer-reviewed literature, industry reports, policy statements, and the popular press. ",GHLT0225A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Global Health,CMP SOC ,Global Health ,12:45pm-2:00pm,"McCardell Bicentennial Hall 219 (MBH 219)
		",Sam Byrne ,"
This course provides an introductory survey of the basic issues and initiatives in contemporary global public health, demonstrating the inextricability of public health problems from the social, cultural, economic, political, and environmental issues that exist in an era of globalization.  Examining these connections will enable us to critically evaluate the goals and strategies of public health interventions, and discuss factors impacting their success or failure.  To do this, we must also examine the lens through which the West views public health problems as they relate to our cultural beliefs, biomedical views of health, sense of justice, and strategic interests.  (Not open to students who have taken INTD 0257 or SOAN 0267) (GHLT minors, others by waiver.) 3 hrs. lect./disc. ",GHLT0257A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Healthcare in the U.S.,AMR SOC ,Global Health ,8:15am-9:30am,"Axinn Center 219 (AXN 219)
		",Richard Finkelstein ,"
At a time when achieving consensus on anything is close to impossible, nearly everyone agrees that our current health care system is broken. In this course we will explore the impediments to reforming health care in the United States, which by a variety of measures wastes approximately 25% of the country’s 3.8 trillion dollars spent annually.  The goal in this course is not to argue a certain perspective.  Rather, through readings and discussion of original sources, we will explore the complexities of our health care system, evaluate its attributes and failings, compare it with other systems around the world, and wrestle with questions posed by our current trajectory. We will explore how powerful interests—Big Pharma, insurance companies, hospital lobbyists, and physician guilds-- array to maintain the status quo despite clear evidence of alternative paths that would serve the greater good. ",GHLT0258A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Healthcare in the U.S.,AMR SOC ,Global Health ,9:45am-11:00am,"Axinn Center 219 (AXN 219)
		",Richard Finkelstein ,"
At a time when achieving consensus on anything is close to impossible, nearly everyone agrees that our current health care system is broken. In this course we will explore the impediments to reforming health care in the United States, which by a variety of measures wastes approximately 25% of the country’s 3.8 trillion dollars spent annually.  The goal in this course is not to argue a certain perspective.  Rather, through readings and discussion of original sources, we will explore the complexities of our health care system, evaluate its attributes and failings, compare it with other systems around the world, and wrestle with questions posed by our current trajectory. We will explore how powerful interests—Big Pharma, insurance companies, hospital lobbyists, and physician guilds-- array to maintain the status quo despite clear evidence of alternative paths that would serve the greater good. ",GHLT0258B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Social Entrepreneurship and Global Health,CMP SAF ,Global Health ,12:45pm-2:00pm,"Le Chateau 110 (CHT 110)
		",David Torres ,"
Social and structural determinants of health create barriers to availability, accessibility, and uptake of health services in many countries. We will take a case study approach to examining how social entrepreneurs develop and scale up responses to help clients overcome these barriers. We will explore factors including human rights, poverty, disenfranchisement of women, government health care systems and infrastructure, human resources for health, task shifting, the politics of sexual/reproductive health, and infectious diseases. We will draw on articles and online materials. This course mixes theory and case study and will count as an elective towards the Global Health minor. (GHLT 0257) (not open to students who have taken INTD 1213 or GHLT 0235) 3 hrs. lect. ",GHLT0335A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Readings in Greek Literature I,LIT LNG ,Classics ,2:15pm-3:30pm,"Twilight Hall 206 (AXT 206)
		",Marc Witkin ,"
Readings in major authors. Students should have had some formal study of Greek and should consult with the instructor during the first week of classes to determine whether or not the class is at the appropriate level. 3 hrs. lect. ",GREK0301A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Beginning German,LNG ,German ,9:45am-11:00am,"Freeman CK2 (FIC CK2)
		",Florence Feiereisen Natalie Eppelsheimer ,"
Geared toward quick and early proficiency in comprehension and free expression. Grammatical structures are practiced through group activities and situational exercises (e.g., role-playing games and partner interviews). Active class participation by students is required and will be counted toward the final grade. Since this is an integrated approach, there will be laboratory assignments but no special drill sections. Classes meet five times a week. Students take GRMN 0102 as their winter term course. 6 hrs. sem. ",GRMN0101A-F25,"Tuesday, Thursday at FIC CK2 (Sep 8, 2025 to Dec 8, 2025)
9:45am-10:35am on Monday, Wednesday, Friday at FIC CK2 (Sep 8, 2025 to Dec 8, 2025)"
Beginning German,LNG ,German ,11:15am-12:30pm,"Freeman CK2 (FIC CK2)
		",Natalie Eppelsheimer Florence Feiereisen ,"
Geared toward quick and early proficiency in comprehension and free expression. Grammatical structures are practiced through group activities and situational exercises (e.g., role-playing games and partner interviews). Active class participation by students is required and will be counted toward the final grade. Since this is an integrated approach, there will be laboratory assignments but no special drill sections. Classes meet five times a week. Students take GRMN 0102 as their winter term course. 6 hrs. sem. ",GRMN0101B-F25,"Tuesday, Thursday at FIC CK2 (Sep 8, 2025 to Dec 8, 2025)
11:15am-12:05pm on Monday, Wednesday, Friday at FIC CK2 (Sep 8, 2025 to Dec 8, 2025)"
Intermediate German,EUR LNG ,German ,9:45am-11:00am,"Freeman CK1 (FIC CK1)
		",Bettina Matthias Roman Graf ,"
GRMN 0201/0202 is a culture-based intermediate language sequence that focuses students' attention on intercultural aspects of language acquisition, vocabulary expansion, reading and writing strategies, and a review of grammar. It moves from a focus on issues of individual identity and personal experiences to a discussion of Germany today (GRMN 0201), explores national identity in Germany, Austria, and Switzerland, and supplies an overview of cultural history, literary achievements, and philosophical traditions in the German-speaking world (GRMN 0103 or equivalent, or GRMN 0111) 5 hrs. sem. ",GRMN0201A-F25,"Tuesday, Thursday at FIC CK1 (Sep 8, 2025 to Dec 8, 2025)
9:45am-10:35am on Monday, Friday at FIC CK1 (Sep 8, 2025 to Dec 8, 2025)"
Intermediate German,EUR LNG ,German ,11:15am-12:30pm,"Freeman CK1 (FIC CK1)
		",Roman Graf Bettina Matthias ,"
GRMN 0201/0202 is a culture-based intermediate language sequence that focuses students' attention on intercultural aspects of language acquisition, vocabulary expansion, reading and writing strategies, and a review of grammar. It moves from a focus on issues of individual identity and personal experiences to a discussion of Germany today (GRMN 0201), explores national identity in Germany, Austria, and Switzerland, and supplies an overview of cultural history, literary achievements, and philosophical traditions in the German-speaking world (GRMN 0103 or equivalent, or GRMN 0111) 5 hrs. sem. ",GRMN0201B-F25,"Tuesday, Thursday at FIC CK1 (Sep 8, 2025 to Dec 8, 2025)
11:15am-12:05pm on Monday, Friday at FIC CK1 (Sep 8, 2025 to Dec 8, 2025)"
Advanced Writing Workshop,LNG ,German ,2:15pm-3:30pm,"Freeman CK2 (FIC CK2)
		",Roman Graf ,"
The goal of this course is to train students to present their thoughts, ideas, and arguments in correct, coherent, and effective writing. Students will practice writing several text forms that are required in higher education and, during study abroad. Students will also learn about format requirements for writing a longer term paper in German. Some class time will be used for creative, structured, or contemplative writing practice. Students will expand their active vocabulary and aim for a consistently high level of grammatical accuracy. Grammar topics will be covered within the context of writing, through targeted teaching of linguistic structures and peer-editing/peer-teaching sessions. (Formerly GRMN 0304) 3 hrs. sem. ",GRMN0350A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Advanced Writing Workshop,CW LNG ,German ,2:15pm-3:30pm,"Freeman CK2 (FIC CK2)
		",Roman Graf ,"
The goal of this course is to train students to present their thoughts, ideas, and arguments in correct, coherent, and effective writing. Students will practice writing several text forms that are required in higher education and, during study abroad. Students will also learn about format requirements for writing a longer term paper in German. Some class time will be used for creative, structured, or contemplative writing practice. Students will expand their active vocabulary and aim for a consistently high level of grammatical accuracy. Grammar topics will be covered within the context of writing, through targeted teaching of linguistic structures and peer-editing/peer-teaching sessions. (Formerly GRMN 0304) 3 hrs. sem. ",GRMN0350B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
German in Its Cultural Contexts,EUR HIS LNG ,German ,2:15pm-3:30pm,"Freeman CK2 (FIC CK2)
		",Florence Feiereisen ,"
The course invites students to explore social and cultural developments in Germany from 1871 to the present day from a historical perspective. We begin by examining Germany’s birth as a nation state and end by looking at recent events in today’s reunified Federal Republic. The course aims to lay the foundation for a critical understanding of German culture in its contemporary global context. Writing the biographies of fictional Germans throughout the semester, students will follow the radical changes in German society during the (long) twentieth century and gain an understanding how ‘ordinary’ people in Germany might have lived. A montage of written and visual materials will expose students to elite, mainstream, and marginal cultures alike. Taught in German. (Formerly GRMN 0310) (GRMN 0202 or placement) 3 hrs. lect. ",GRMN0360A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
German in Its Cultural Contexts,CW EUR HIS LNG ,German ,2:15pm-3:30pm,"Freeman CK2 (FIC CK2)
		",Florence Feiereisen ,"
The course invites students to explore social and cultural developments in Germany from 1871 to the present day from a historical perspective. We begin by examining Germany’s birth as a nation state and end by looking at recent events in today’s reunified Federal Republic. The course aims to lay the foundation for a critical understanding of German culture in its contemporary global context. Writing the biographies of fictional Germans throughout the semester, students will follow the radical changes in German society during the (long) twentieth century and gain an understanding how ‘ordinary’ people in Germany might have lived. A montage of written and visual materials will expose students to elite, mainstream, and marginal cultures alike. Taught in German. (Formerly GRMN 0310) (GRMN 0202 or placement) 3 hrs. lect. ",GRMN0360B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
"Colonialism, Exoticism, Race",EUR HIS LNG ,German ,12:45pm-2:00pm,"Freeman HAM (FIC HAM)
		",Natalie Eppelsheimer ,"
In this course we will examine Germany’s short era of colonialism (1894-1918) and its long-lasting legacies. We will examine concepts of “race” as they have existed since the 18th century as categorizing terms referring to humans. We will also discuss examples of exoticism, the fascination with and representation of cultures perceived as foreign or different, e.g. during “Karneval” in German culture. Through our analysis of literary and non-literary texts, interviews, photography, documentaries, films, museum exhibitions and many other materials, we will gain an understanding of race politics and exoticisms during the colonial period, under the National Socialist regime, in post-war and in post-reunification Germany. (GRMN 0202 or placement exam) 3hrs. sem. ",GRMN0415A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
